logger_id,hw_version,sw_version,measurement_number,timestamp,rc_temperature,mag_x,mag_y,mag_z
143.62.57.8,70,87,296,2023-06-12T09:45:44.795Z,0.35,0.70,0.17,0.97
223.206.84.5,79,38,297,2023-06-11T09:45:44.795Z,0.16,0.47,0.51,0.04
227.188.156.46,25,21,298,2023-06-10T09:45:44.795Z,0.78,0.46,0.40,0.85
92.99.235.226,0,73,299,2023-06-09T09:45:44.795Z,0.59,0.70,0.74,0.02
247.59.218.3,19,50,300,2023-06-08T09:45:44.795Z,0.52,0.07,0.93,0.86
10.251.133.48,2,60,301,2023-06-07T09:45:44.795Z,0.16,0.04,0.69,0.67
3.49.223.141,44,18,302,2023-06-06T09:45:44.795Z,0.17,0.29,0.96,0.30
253.134.241.198,63,39,303,2023-06-05T09:45:44.795Z,0.33,0.45,0.88,0.06
30.144.190.11,30,84,304,2023-06-04T09:45:44.795Z,0.31,0.40,0.95,0.07
63.41.211.179,93,82,305,2023-06-03T09:45:44.795Z,0.95,0.04,0.85,0.17
131.49.134.99,40,52,306,2023-06-02T09:45:44.795Z,0.50,0.30,0.37,0.32
85.166.215.239,94,16,307,2023-06-01T09:45:44.795Z,0.86,0.41,0.49,1.00
54.16.254.46,87,48,308,2023-05-31T09:45:44.795Z,0.79,0.82,0.02,0.19
227.188.156.46,27,85,309,2023-05-30T09:45:44.795Z,0.93,0.85,0.62,0.97
185.165.74.188,22,56,310,2023-05-29T09:45:44.795Z,0.26,0.26,0.71,0.77
139.61.218.43,31,34,311,2023-05-28T09:45:44.795Z,0.88,0.03,0.04,0.08
215.127.155.123,92,38,312,2023-05-27T09:45:44.795Z,0.80,0.32,0.16,0.91
128.69.51.116,21,30,313,2023-05-26T09:45:44.795Z,1.00,0.81,0.70,0.11
142.91.83.61,68,16,314,2023-05-25T09:45:44.795Z,0.68,0.55,0.81,0.58
91.210.129.73,48,26,315,2023-05-24T09:45:44.795Z,0.59,0.90,0.40,0.58
14.207.162.79,24,69,316,2023-05-23T09:45:44.795Z,0.90,0.56,0.32,0.89
53.232.76.62,48,21,317,2023-05-22T09:45:44.795Z,0.61,0.29,0.84,0.21
85.166.215.239,37,5,318,2023-05-21T09:45:44.795Z,0.75,0.80,0.63,0.72
195.245.185.229,90,64,319,2023-05-20T09:45:44.795Z,0.64,0.30,0.43,0.61
247.59.218.3,40,45,320,2023-05-19T09:45:44.795Z,0.01,0.01,0.25,0.25
54.16.254.46,65,81,321,2023-05-18T09:45:44.795Z,1.00,0.45,0.36,0.74
15.192.123.244,33,65,322,2023-05-17T09:45:44.795Z,0.53,0.93,0.07,0.89
165.120.181.100,70,50,323,2023-05-16T09:45:44.795Z,0.09,0.71,0.89,0.84
14.207.162.79,0,24,324,2023-05-15T09:45:44.795Z,0.88,0.11,0.99,0.91
64.93.160.244,29,63,325,2023-05-14T09:45:44.795Z,0.01,0.16,0.23,0.05
123.146.234.160,36,43,326,2023-05-13T09:45:44.795Z,0.64,0.14,0.19,0.76
64.93.160.244,60,49,327,2023-05-12T09:45:44.795Z,0.43,0.07,0.87,0.75
20.60.218.69,37,99,328,2023-05-11T09:45:44.795Z,0.71,0.12,0.61,0.53
239.19.32.122,76,48,329,2023-05-10T09:45:44.795Z,0.70,0.72,0.46,0.13
238.22.198.167,90,14,330,2023-05-09T09:45:44.795Z,0.74,1.00,0.43,0.97
239.19.32.122,21,39,331,2023-05-08T09:45:44.795Z,0.58,0.01,0.62,0.11
7.156.108.186,65,8,332,2023-05-07T09:45:44.795Z,0.45,0.10,0.34,0.14
164.218.147.198,56,19,333,2023-05-06T09:45:44.795Z,0.55,0.59,0.14,0.18
253.134.241.198,73,32,334,2023-05-05T09:45:44.795Z,0.20,0.91,0.49,0.23
109.129.73.59,61,41,335,2023-05-04T09:45:44.795Z,0.48,0.24,0.59,0.02
74.156.128.157,28,56,336,2023-05-03T09:45:44.795Z,0.24,0.51,0.06,0.92
152.105.153.190,99,54,337,2023-05-02T09:45:44.795Z,0.23,0.41,0.19,0.81
53.67.115.251,65,20,338,2023-05-01T09:45:44.795Z,0.55,0.24,0.74,0.92
6.140.27.40,4,74,339,2023-04-30T09:45:44.795Z,0.61,0.42,0.87,0.15
24.16.66.64,81,52,340,2023-04-29T09:45:44.795Z,0.94,0.79,0.63,0.96
15.110.53.91,41,59,341,2023-04-28T09:45:44.795Z,0.25,0.52,0.67,0.79
13.248.94.78,49,39,342,2023-04-27T09:45:44.795Z,0.15,0.94,0.50,0.71
146.143.200.41,56,42,343,2023-04-26T09:45:44.795Z,0.56,0.79,0.76,0.35
86.232.7.132,47,44,344,2023-04-25T09:45:44.795Z,0.85,0.21,0.34,0.84
13.248.94.78,92,57,345,2023-04-24T09:45:44.795Z,0.26,0.43,0.57,0.01
138.124.233.7,50,94,346,2023-04-23T09:45:44.795Z,0.56,0.20,0.27,0.90
14.207.162.79,46,19,347,2023-04-22T09:45:44.795Z,0.59,0.38,0.99,0.45
89.227.13.82,36,95,348,2023-04-21T09:45:44.795Z,0.75,0.79,0.82,0.18
86.232.7.132,72,26,349,2023-04-20T09:45:44.795Z,0.23,0.97,0.10,0.75
63.41.211.179,57,0,350,2023-04-19T09:45:44.795Z,0.28,0.95,0.60,0.96
223.206.84.5,76,86,351,2023-04-18T09:45:44.795Z,0.20,0.39,0.54,0.74
170.133.84.102,1,6,352,2023-04-17T09:45:44.795Z,0.50,1.00,0.57,0.28
69.53.100.11,46,72,353,2023-04-16T09:45:44.795Z,0.87,0.51,0.02,0.63
170.133.84.102,12,14,354,2023-04-15T09:45:44.795Z,0.84,0.73,0.39,0.66
170.133.84.102,24,10,355,2023-04-14T09:45:44.795Z,0.28,0.81,0.73,0.84
239.19.32.122,84,9,356,2023-04-13T09:45:44.795Z,0.47,0.45,0.25,0.74
127.176.55.112,47,48,357,2023-04-12T09:45:44.795Z,0.30,0.38,0.69,0.99
69.53.100.11,94,74,358,2023-04-11T09:45:44.795Z,0.22,0.23,0.46,0.61
201.2.155.78,45,49,359,2023-04-10T09:45:44.795Z,0.22,0.94,0.31,0.38
227.1.158.125,38,36,360,2023-04-09T09:45:44.795Z,0.81,0.82,0.22,0.10
141.149.26.183,74,99,361,2023-04-08T09:45:44.795Z,0.84,0.40,0.78,0.14
173.152.24.118,85,61,362,2023-04-07T09:45:44.795Z,0.51,0.26,0.64,0.68
234.100.119.235,95,13,363,2023-04-06T09:45:44.795Z,0.90,0.08,0.81,0.25
30.144.190.11,41,61,364,2023-04-05T09:45:44.795Z,0.00,0.27,0.24,0.55
38.78.188.207,25,49,365,2023-04-04T09:45:44.795Z,0.70,0.03,0.51,0.23
234.100.119.235,12,88,366,2023-04-03T09:45:44.795Z,0.80,0.28,0.69,0.59
14.207.162.79,19,70,367,2023-04-02T09:45:44.795Z,0.08,0.89,0.60,0.67
232.194.60.154,63,53,368,2023-04-01T09:45:44.795Z,0.57,0.49,0.79,0.20
38.78.188.207,21,35,369,2023-03-31T09:45:44.795Z,0.47,0.02,0.53,0.45
64.93.160.244,53,53,370,2023-03-30T09:45:44.795Z,0.04,0.07,0.79,0.60
147.141.86.246,25,3,371,2023-03-29T09:45:44.795Z,0.09,0.72,0.98,0.32
53.67.115.251,79,64,372,2023-03-28T09:45:44.795Z,0.03,0.48,0.82,0.20
79.222.124.27,63,56,373,2023-03-27T09:45:44.795Z,0.92,0.52,0.93,0.81
249.113.7.153,47,23,374,2023-03-26T09:45:44.795Z,0.30,0.15,0.26,0.23
79.222.124.27,13,63,375,2023-03-25T09:45:44.795Z,0.09,0.53,0.66,0.29
85.166.215.239,13,14,376,2023-03-24T09:45:44.795Z,0.79,0.71,0.66,0.06
247.59.218.3,32,83,377,2023-03-23T09:45:44.795Z,0.15,0.95,0.43,0.94
53.232.76.62,78,36,378,2023-03-22T09:45:44.795Z,0.11,0.71,0.65,0.25
85.166.215.239,0,93,379,2023-03-21T09:45:44.795Z,0.38,0.42,0.63,0.70
20.60.218.69,53,54,380,2023-03-20T09:45:44.795Z,0.81,0.37,0.41,0.51
141.149.26.183,81,56,381,2023-03-19T09:45:44.795Z,0.15,0.39,0.16,0.45
13.248.94.78,17,81,382,2023-03-18T09:45:44.795Z,0.53,0.54,0.26,0.11
38.78.188.207,65,26,383,2023-03-17T09:45:44.795Z,0.87,0.11,0.73,0.79
128.69.51.116,32,43,384,2023-03-16T09:45:44.795Z,0.33,0.17,0.50,0.30
249.113.7.153,84,45,385,2023-03-15T09:45:44.795Z,0.96,0.52,0.15,0.55
109.129.73.59,82,41,386,2023-03-14T09:45:44.795Z,0.51,0.25,0.44,0.80
46.143.177.229,19,70,387,2023-03-13T09:45:44.795Z,0.01,0.22,0.38,0.34
223.206.84.5,42,13,388,2023-03-12T09:45:44.795Z,0.33,0.77,0.98,0.75
109.129.73.59,53,42,389,2023-03-11T09:45:44.795Z,0.33,0.48,0.04,0.76
229.146.54.0,55,7,390,2023-03-10T09:45:44.795Z,0.98,0.33,0.98,0.88
215.127.155.123,91,86,391,2023-03-09T09:45:44.795Z,0.24,0.86,0.87,0.59
89.227.13.82,57,19,392,2023-03-08T09:45:44.795Z,0.78,0.19,0.35,0.40
227.70.186.165,48,20,393,2023-03-07T09:45:44.795Z,0.52,0.84,0.44,0.59
173.152.24.118,20,6,394,2023-03-06T09:45:44.795Z,0.96,0.46,0.27,0.64
215.127.155.123,88,33,395,2023-03-05T09:45:44.795Z,0.40,0.59,0.84,0.16
32.94.39.151,61,78,396,2023-03-04T09:45:44.795Z,0.12,0.31,0.16,0.69
3.49.223.141,15,14,397,2023-03-03T09:45:44.795Z,0.24,0.04,1.00,0.90
92.99.235.226,63,32,398,2023-03-02T09:45:44.795Z,0.33,0.43,0.93,0.19
141.149.26.183,96,41,399,2023-03-01T09:45:44.795Z,0.89,0.49,0.47,0.65
74.156.128.157,80,85,400,2023-02-28T09:45:44.795Z,0.63,0.91,0.12,0.89
109.66.22.49,66,87,401,2023-02-27T09:45:44.795Z,0.81,1.00,0.64,0.62
30.144.190.11,15,19,402,2023-02-26T09:45:44.795Z,0.09,0.88,0.35,0.08
20.188.119.58,82,64,403,2023-02-25T09:45:44.795Z,0.27,0.73,0.11,0.48
128.69.51.116,6,57,404,2023-02-24T09:45:44.795Z,0.83,0.99,0.70,0.77
69.53.100.11,84,37,405,2023-02-23T09:45:44.795Z,0.52,0.05,0.44,0.39
74.156.128.157,0,83,406,2023-02-22T09:45:44.795Z,0.15,0.46,0.08,0.10
147.141.86.246,92,96,407,2023-02-21T09:45:44.795Z,0.77,0.36,0.29,0.80
11.15.29.81,1,50,408,2023-02-20T09:45:44.795Z,0.61,0.88,0.97,0.74
185.165.74.188,27,89,409,2023-02-19T09:45:44.795Z,0.38,0.27,0.54,0.66
50.134.108.148,66,74,410,2023-02-18T09:45:44.795Z,0.47,0.48,0.98,1.00
174.162.140.39,10,61,411,2023-02-17T09:45:44.795Z,0.77,0.12,0.57,0.14
64.93.160.244,37,75,412,2023-02-16T09:45:44.795Z,0.58,0.10,0.41,0.29
109.129.73.59,96,81,413,2023-02-15T09:45:44.795Z,0.13,0.42,0.10,0.47
142.91.83.61,61,39,414,2023-02-14T09:45:44.795Z,0.03,0.70,0.14,0.97
6.140.27.40,87,23,415,2023-02-13T09:45:44.795Z,0.18,1.00,0.42,0.36
165.120.181.100,5,54,416,2023-02-12T09:45:44.795Z,0.26,0.62,0.46,0.83
45.190.85.150,10,79,417,2023-02-11T09:45:44.795Z,0.75,0.64,0.18,0.25
128.168.216.93,6,27,418,2023-02-10T09:45:44.795Z,0.52,0.79,0.15,0.56
234.100.119.235,51,38,419,2023-02-09T09:45:44.795Z,0.78,0.73,0.54,0.10
45.190.85.150,14,20,420,2023-02-08T09:45:44.795Z,0.56,0.69,0.27,0.49
46.192.108.207,30,8,421,2023-02-07T09:45:44.795Z,0.80,0.86,0.66,0.98
234.100.119.235,90,31,422,2023-02-06T09:45:44.795Z,0.36,0.52,0.01,0.83
195.245.185.229,4,10,423,2023-02-05T09:45:44.795Z,0.72,0.25,0.33,0.13
152.105.153.190,56,13,424,2023-02-04T09:45:44.795Z,0.67,0.83,0.02,0.65
215.127.155.123,96,61,425,2023-02-03T09:45:44.795Z,0.46,0.28,0.49,0.40
89.227.13.82,91,96,426,2023-02-02T09:45:44.795Z,0.24,0.68,0.82,0.92
138.124.233.7,77,64,427,2023-02-01T09:45:44.795Z,0.79,0.04,0.69,0.66
195.245.185.229,64,51,428,2023-01-31T09:45:44.795Z,0.87,0.66,0.76,0.26
86.160.54.227,25,88,429,2023-01-30T09:45:44.795Z,0.13,0.56,0.34,0.17
92.99.235.226,81,49,430,2023-01-29T09:45:44.795Z,0.52,0.40,0.02,0.63
37.106.25.145,25,41,431,2023-01-28T09:45:44.795Z,0.70,0.78,0.01,0.88
229.146.54.0,54,35,432,2023-01-27T09:45:44.795Z,0.42,0.33,0.74,0.99
108.29.11.54,63,61,433,2023-01-26T09:45:44.795Z,0.27,0.43,0.14,0.19
11.15.29.81,5,19,434,2023-01-25T09:45:44.795Z,0.13,0.76,0.23,0.83
232.194.60.154,66,85,435,2023-01-24T09:45:44.795Z,0.68,0.26,0.73,0.92
195.245.185.229,85,91,436,2023-01-23T09:45:44.795Z,0.58,0.70,0.06,0.47
46.192.108.207,99,31,437,2023-01-22T09:45:44.795Z,0.08,0.29,0.99,0.90
33.58.197.125,34,32,438,2023-01-21T09:45:44.795Z,0.52,0.47,0.49,0.76
227.70.186.165,63,38,439,2023-01-20T09:45:44.795Z,0.23,0.43,0.55,0.85
129.247.21.135,22,75,440,2023-01-19T09:45:44.795Z,0.41,0.73,0.43,0.22
6.227.55.193,13,67,441,2023-01-18T09:45:44.795Z,0.45,0.36,0.36,0.53
249.113.7.153,27,78,442,2023-01-17T09:45:44.795Z,0.97,0.78,0.90,0.87
201.2.155.78,44,60,443,2023-01-16T09:45:44.795Z,0.68,0.53,0.20,0.42
30.144.190.11,32,23,444,2023-01-15T09:45:44.795Z,0.60,0.18,0.89,0.18
248.113.69.76,12,13,445,2023-01-14T09:45:44.795Z,0.82,0.28,0.43,0.95
201.2.155.78,67,58,446,2023-01-13T09:45:44.795Z,0.59,0.87,0.32,0.14
239.19.32.122,49,73,447,2023-01-12T09:45:44.795Z,0.62,0.05,0.63,0.81
234.100.119.235,1,80,448,2023-01-11T09:45:44.795Z,0.08,0.84,0.66,0.89
32.94.39.151,28,12,449,2023-01-10T09:45:44.795Z,0.67,0.30,0.27,0.06
38.78.188.207,41,4,450,2023-01-09T09:45:44.795Z,0.03,0.25,0.20,0.32
20.188.119.58,20,95,451,2023-01-08T09:45:44.795Z,0.04,0.12,0.77,0.55
15.192.123.244,77,55,452,2023-01-07T09:45:44.795Z,0.27,0.60,0.14,0.20
225.153.15.120,29,14,453,2023-01-06T09:45:44.795Z,0.93,0.56,0.23,0.42
64.93.160.244,17,49,454,2023-01-05T09:45:44.795Z,0.61,0.62,0.12,0.31
146.143.200.41,19,51,455,2023-01-04T09:45:44.795Z,0.74,0.05,0.39,0.26
128.168.216.93,85,29,456,2023-01-03T09:45:44.795Z,0.12,0.35,0.21,0.78
179.75.85.18,72,88,457,2023-01-02T09:45:44.795Z,0.84,0.05,0.62,0.51
138.124.233.7,64,64,458,2023-01-01T09:45:44.795Z,0.30,0.59,0.49,0.54
46.143.177.229,2,33,459,2022-12-31T09:45:44.795Z,0.16,0.09,0.11,0.71
54.16.254.46,43,91,460,2022-12-30T09:45:44.795Z,0.92,0.47,0.52,0.54
6.227.55.193,83,25,461,2022-12-29T09:45:44.795Z,0.24,0.73,0.80,0.24
109.66.22.49,37,3,462,2022-12-28T09:45:44.795Z,0.84,0.53,0.06,0.65
128.168.216.93,85,15,463,2022-12-27T09:45:44.795Z,0.41,0.08,0.10,0.70
195.245.185.229,57,49,464,2022-12-26T09:45:44.795Z,0.62,0.00,0.22,0.44
3.49.223.141,40,6,465,2022-12-25T09:45:44.795Z,0.50,0.60,0.74,0.17
234.228.32.255,71,37,466,2022-12-24T09:45:44.795Z,0.99,0.49,0.14,0.43
15.228.28.214,71,3,467,2022-12-23T09:45:44.795Z,0.15,0.11,0.59,0.05
195.245.185.229,0,4,468,2022-12-22T09:45:44.795Z,0.02,0.67,0.39,0.61
92.99.235.226,83,21,469,2022-12-21T09:45:44.795Z,0.91,0.63,0.11,0.38
179.75.85.18,1,89,470,2022-12-20T09:45:44.795Z,0.01,0.85,0.01,0.98
104.168.160.188,78,39,471,2022-12-19T09:45:44.795Z,0.16,0.35,0.22,0.32
234.100.119.235,20,80,472,2022-12-18T09:45:44.795Z,0.93,0.65,0.45,0.20
234.100.119.235,55,39,473,2022-12-17T09:45:44.795Z,0.35,0.52,0.65,0.32
42.153.83.69,19,82,474,2022-12-16T09:45:44.795Z,0.79,0.06,0.24,0.80
185.165.74.188,67,56,475,2022-12-15T09:45:44.795Z,0.37,0.83,0.87,0.73
142.91.83.61,57,52,476,2022-12-14T09:45:44.795Z,0.97,0.16,0.19,0.26
10.251.133.48,68,83,477,2022-12-13T09:45:44.795Z,0.31,0.06,0.82,0.38
53.67.115.251,51,84,478,2022-12-12T09:45:44.795Z,0.73,0.92,0.25,0.98
2.197.232.44,0,38,479,2022-12-11T09:45:44.795Z,0.64,0.54,0.32,0.16
234.100.119.235,53,71,480,2022-12-10T09:45:44.795Z,0.64,0.43,0.71,0.36
11.15.29.81,40,31,481,2022-12-09T09:45:44.795Z,1.00,0.30,0.65,0.04
123.146.234.160,49,44,482,2022-12-08T09:45:44.795Z,0.78,0.77,0.47,0.45
227.57.102.88,85,79,483,2022-12-07T09:45:44.795Z,0.21,0.91,0.66,0.64
53.232.76.62,13,24,484,2022-12-06T09:45:44.795Z,0.52,0.32,0.95,0.46
223.206.84.5,68,34,485,2022-12-05T09:45:44.795Z,0.31,0.19,0.28,0.09
164.218.147.198,24,48,486,2022-12-04T09:45:44.795Z,0.08,0.95,0.44,0.76
239.19.32.122,19,34,487,2022-12-03T09:45:44.795Z,0.89,0.22,0.15,0.91
2.197.232.44,73,48,488,2022-12-02T09:45:44.795Z,0.03,0.19,0.86,0.57
131.49.134.99,94,50,489,2022-12-01T09:45:44.795Z,0.40,0.64,0.88,0.77
7.156.108.186,90,74,490,2022-11-30T09:45:44.795Z,0.62,0.26,0.92,0.91
149.148.199.138,57,73,491,2022-11-29T09:45:44.795Z,0.85,0.51,0.11,0.47
38.62.124.65,55,96,492,2022-11-28T09:45:44.795Z,0.17,0.43,0.55,0.49
227.57.102.88,36,65,493,2022-11-27T09:45:44.795Z,0.38,0.16,0.75,0.40
83.246.126.40,15,35,494,2022-11-26T09:45:44.795Z,0.59,0.72,0.98,0.91
251.56.78.195,33,43,495,2022-11-25T09:45:44.795Z,0.27,0.70,0.82,0.99
239.19.32.122,2,23,496,2022-11-24T09:45:44.795Z,0.32,0.90,0.55,0.40
223.206.84.5,82,55,497,2022-11-23T09:45:44.795Z,0.52,0.12,0.49,0.76
79.222.124.27,10,1,498,2022-11-22T09:45:44.795Z,0.11,0.65,0.98,0.58
165.120.181.100,47,40,499,2022-11-21T09:45:44.795Z,0.26,0.70,0.17,0.63
234.100.119.235,91,95,500,2022-11-20T09:45:44.795Z,0.80,0.28,0.65,0.97
197.242.108.229,97,31,501,2022-11-19T09:45:44.795Z,0.82,0.41,0.99,0.17
6.140.27.40,38,97,502,2022-11-18T09:45:44.795Z,0.41,0.06,0.93,0.31
15.110.53.91,4,96,503,2022-11-17T09:45:44.795Z,0.14,0.26,0.05,0.83
46.143.177.229,65,42,504,2022-11-16T09:45:44.795Z,0.78,0.19,0.99,0.17
46.143.177.229,83,26,505,2022-11-15T09:45:44.795Z,0.27,0.12,0.23,0.91
227.57.102.88,31,9,506,2022-11-14T09:45:44.795Z,0.26,0.64,0.86,0.84
253.134.241.198,35,70,507,2022-11-13T09:45:44.795Z,0.43,0.55,0.12,0.93
131.49.134.99,28,60,508,2022-11-12T09:45:44.795Z,0.54,0.39,0.08,0.73
54.16.254.46,7,27,509,2022-11-11T09:45:44.795Z,0.93,0.97,0.44,0.88
32.94.39.151,15,77,510,2022-11-10T09:45:44.795Z,0.09,0.67,0.36,0.65
179.75.85.18,50,57,511,2022-11-09T09:45:44.795Z,0.15,0.78,0.24,0.16
167.8.102.41,31,37,512,2022-11-08T09:45:44.795Z,0.93,0.95,0.89,0.79
170.133.84.102,58,18,513,2022-11-07T09:45:44.795Z,0.19,0.33,0.84,0.21
3.49.223.141,88,23,514,2022-11-06T09:45:44.795Z,0.54,0.06,0.57,0.97
15.192.123.244,43,54,515,2022-11-05T09:45:44.795Z,0.81,0.12,0.76,0.68
85.166.215.239,31,88,516,2022-11-04T09:45:44.795Z,0.33,0.47,0.36,0.68
195.245.185.229,29,32,517,2022-11-03T09:45:44.795Z,0.43,0.50,0.42,0.86
215.127.155.123,31,63,518,2022-11-02T09:45:44.795Z,0.51,0.14,0.94,0.02
53.232.76.62,60,27,519,2022-11-01T09:45:44.795Z,0.26,0.33,0.11,0.49
15.192.123.244,32,14,520,2022-10-31T09:45:44.795Z,0.32,0.05,0.81,0.06
139.61.218.43,6,2,521,2022-10-30T09:45:44.795Z,0.40,0.86,0.25,0.33
195.245.185.229,70,24,522,2022-10-29T09:45:44.795Z,0.30,0.69,0.42,0.74
142.91.83.61,41,84,523,2022-10-28T09:45:44.795Z,0.82,0.13,0.45,0.31
6.227.55.193,78,20,524,2022-10-27T09:45:44.795Z,0.95,0.03,0.33,0.49
6.140.27.40,16,75,525,2022-10-26T09:45:44.795Z,0.93,0.60,0.32,0.15
215.127.155.123,74,59,526,2022-10-25T09:45:44.795Z,0.00,0.48,0.87,0.22
113.29.33.83,44,83,527,2022-10-24T09:45:44.795Z,0.79,0.50,0.60,0.77
121.20.106.23,26,68,528,2022-10-23T09:45:44.795Z,0.22,0.74,0.59,0.77
201.2.155.78,73,61,529,2022-10-22T09:45:44.795Z,0.80,0.28,0.84,0.76
46.143.177.229,35,34,530,2022-10-21T09:45:44.795Z,0.00,0.76,0.95,0.99
238.22.198.167,65,12,531,2022-10-20T09:45:44.795Z,0.20,0.33,0.18,0.49
33.58.197.125,62,58,532,2022-10-19T09:45:44.795Z,0.45,0.20,0.72,0.63
147.141.86.246,47,97,533,2022-10-18T09:45:44.795Z,0.02,0.02,0.80,0.84
20.188.119.58,30,54,534,2022-10-17T09:45:44.795Z,0.83,0.62,0.87,0.04
109.66.22.49,14,40,535,2022-10-16T09:45:44.795Z,0.23,0.21,0.41,0.11
42.153.83.69,96,46,536,2022-10-15T09:45:44.795Z,0.69,0.43,0.99,0.30
109.66.22.49,15,8,537,2022-10-14T09:45:44.795Z,0.33,0.63,0.76,0.06
143.62.57.8,66,42,538,2022-10-13T09:45:44.795Z,0.29,0.69,0.21,0.96
62.221.0.43,69,27,539,2022-10-12T09:45:44.795Z,0.63,0.71,0.75,0.46
53.232.76.62,98,47,540,2022-10-11T09:45:44.795Z,0.70,0.60,0.59,0.61
86.232.7.132,59,68,541,2022-10-10T09:45:44.795Z,0.96,0.29,0.05,0.07
234.228.32.255,75,40,542,2022-10-09T09:45:44.795Z,0.93,0.91,0.76,0.60
184.0.155.18,4,93,543,2022-10-08T09:45:44.795Z,0.72,0.76,0.03,0.39
225.153.15.120,47,30,544,2022-10-07T09:45:44.795Z,0.14,0.58,0.02,0.74
146.143.200.41,3,91,545,2022-10-06T09:45:44.795Z,0.51,0.49,0.92,0.19
128.168.216.93,80,9,546,2022-10-05T09:45:44.795Z,0.53,0.11,0.84,0.92
92.99.235.226,59,64,547,2022-10-04T09:45:44.795Z,0.06,0.48,0.24,0.11
20.60.218.69,64,31,548,2022-10-03T09:45:44.795Z,0.79,0.39,0.17,0.05
201.2.155.78,82,1,549,2022-10-02T09:45:44.795Z,0.40,0.76,0.86,0.78
98.210.78.214,43,77,550,2022-10-01T09:45:44.795Z,0.89,0.07,0.29,0.27
215.127.155.123,48,14,551,2022-09-30T09:45:44.795Z,0.77,0.87,0.86,0.74
146.143.200.41,66,41,552,2022-09-29T09:45:44.795Z,0.60,0.93,0.09,0.83
173.152.24.118,64,55,553,2022-09-28T09:45:44.795Z,0.93,0.01,0.40,0.78
32.94.39.151,66,98,554,2022-09-27T09:45:44.795Z,0.90,0.75,0.47,0.80
234.228.32.255,64,16,555,2022-09-26T09:45:44.795Z,0.64,0.94,0.20,0.39
170.133.84.102,19,32,556,2022-09-25T09:45:44.795Z,0.03,0.39,0.58,0.92
123.146.234.160,72,28,557,2022-09-24T09:45:44.795Z,0.62,0.04,0.17,0.08
128.168.216.93,6,28,558,2022-09-23T09:45:44.795Z,0.72,0.43,0.07,0.58
62.221.0.43,74,54,559,2022-09-22T09:45:44.795Z,0.93,0.76,0.13,0.74
164.218.147.198,58,76,560,2022-09-21T09:45:44.795Z,0.40,0.65,0.90,0.64
62.221.0.43,20,86,561,2022-09-20T09:45:44.795Z,0.69,0.88,0.86,0.27
167.94.235.99,37,84,562,2022-09-19T09:45:44.795Z,0.76,0.99,0.64,0.62
104.168.160.188,84,24,563,2022-09-18T09:45:44.795Z,0.45,0.07,0.08,0.41
53.232.76.62,60,54,564,2022-09-17T09:45:44.795Z,0.46,0.25,0.93,0.54
211.28.18.54,46,27,565,2022-09-16T09:45:44.795Z,0.04,0.90,0.16,0.17
20.188.119.58,9,35,566,2022-09-15T09:45:44.795Z,0.94,0.90,0.94,0.16
147.141.86.246,52,90,567,2022-09-14T09:45:44.795Z,0.09,0.82,0.06,0.83
152.105.153.190,52,99,568,2022-09-13T09:45:44.795Z,0.63,0.45,0.88,0.41
232.194.60.154,61,43,569,2022-09-12T09:45:44.795Z,0.98,0.41,0.12,0.93
248.113.69.76,81,41,570,2022-09-11T09:45:44.795Z,0.84,0.10,0.95,0.27
173.152.24.118,59,50,571,2022-09-10T09:45:44.795Z,0.86,0.29,0.37,0.78
113.29.33.83,81,3,572,2022-09-09T09:45:44.795Z,0.95,0.69,0.68,0.26
74.156.128.157,70,89,573,2022-09-08T09:45:44.795Z,0.56,0.26,0.02,0.12
53.232.76.62,73,51,574,2022-09-07T09:45:44.795Z,0.90,0.74,0.90,0.76
165.120.181.100,42,76,575,2022-09-06T09:45:44.795Z,0.29,0.84,0.94,0.76
64.93.160.244,89,6,576,2022-09-05T09:45:44.795Z,0.56,0.55,0.52,0.44
141.149.26.183,63,26,577,2022-09-04T09:45:44.795Z,0.48,0.64,0.28,0.42
38.62.124.65,29,39,578,2022-09-03T09:45:44.795Z,0.65,0.43,0.69,0.40
33.58.197.125,68,30,579,2022-09-02T09:45:44.795Z,0.06,0.25,0.82,0.51
141.149.26.183,16,83,580,2022-09-01T09:45:44.795Z,0.72,0.73,0.24,0.58
127.176.55.112,31,26,581,2022-08-31T09:45:44.795Z,0.75,0.65,0.88,0.21
253.134.241.198,92,17,582,2022-08-30T09:45:44.795Z,0.43,0.23,0.48,0.50
215.127.155.123,20,30,583,2022-08-29T09:45:44.795Z,0.33,0.44,0.08,0.14
211.28.18.54,16,56,584,2022-08-28T09:45:44.795Z,0.13,0.95,0.02,0.33
15.110.53.91,84,29,585,2022-08-27T09:45:44.795Z,0.65,0.02,0.49,0.30
167.94.235.99,27,90,586,2022-08-26T09:45:44.795Z,0.58,0.30,0.36,0.96
24.16.66.64,48,55,587,2022-08-25T09:45:44.795Z,0.02,0.64,0.08,0.38
253.134.241.198,2,64,588,2022-08-24T09:45:44.795Z,0.41,0.53,0.01,0.89
164.218.147.198,78,0,589,2022-08-23T09:45:44.795Z,0.10,0.61,0.44,0.56
46.192.108.207,79,8,590,2022-08-22T09:45:44.795Z,0.84,0.20,0.65,0.77
6.227.55.193,20,68,591,2022-08-21T09:45:44.795Z,0.62,0.80,0.65,0.62
